TARGET_B,MONTHS_SINCE_ORIGIN,DONOR_AGE,INCOME_GROUP,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PER_CAPITA_INCOME,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_GIFT_COUNT,CARD_PROM_12,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT
YES,29,71,1,,291,189,9188,2,0,19,10,2,5,11,19,27
NO,29,35,5,,197,323,9188,4,2,18,9,4,6,14,18,24
YES,113,63,,8,373,204,9186,3,2,18,27,10,6,13,18,113
NO,137,,,1,388,214,9186,4,2,21,29,21,6,13,18,97
NO,41,,3,,600,189,9182,2,2,18,11,3,4,11,18,41
YES,113,84,7,7,1277,220,9182,2,1,17,31,17,7,16,7,162
NO,65,49,5,5,434,185,9181,1,1,21,14,4,4,10,21,65
NO,29,55,4,,900,208,9181,2,2,16,8,3,6,13,16,23
NO,113,44,,1,575,163,9178,3,3,17,30,19,6,31,17,113
NO,65,55,6,3,367,209,9177,4,2,17,21,13,6,13,17,58
NO,113,7,,3,503,203,9174,2,2,33,31,25,6,28,18,113
YES,137,63,3,2,498,237,9172,2,1,23,30,16,4,10,23,128
NO,17,79,2,,546,168,9171,2,1,17,7,3,6,13,17,20
YES,17,47,4,,650,174,9170,1,1,17,5,1,4,10,17,17
YES,89,71,1,6,260,159,9167,4,2,23,25,23,6,11,23,81
NO,137,75,1,3,534,192,9167,7,6,21,33,34,6,14,21,125
NO,125,73,4,0,307,124,9154,4,3,17,29,13,6,12,17,121
YES,101,71,2,7,617,168,9154,8,5,17,33,48,11,39,4,101
YES,29,,4,,308,182,9150,4,4,16,12,4,6,14,16,29
YES,125,65,4,,549,212,9149,4,2,15,25,13,5,11,15,123
NO,65,34,,0,549,212,9149,1,0,20,16,5,5,11,20,54
NO,77,70,5,1,549,212,9149,5,2,20,22,11,6,15,20,75
NO,101,,,4,276,225,9149,3,2,24,25,14,5,10,24,97
NO,77,45,6,0,505,180,9148,4,3,21,23,14,6,13,21,77
NO,137,54,4,1,366,199,9147,3,2,20,26,12,6,13,20,130
YES,65,79,2,1,534,197,9144,8,6,18,19,14,6,14,18,64
NO,89,79,1,0,326,205,9139,4,1,16,19,7,6,13,16,80
YES,17,,2,,693,343,9139,1,1,15,4,1,3,8,15,15
YES,137,79,2,1,151,180,9138,4,1,18,24,18,5,10,18,103
NO,29,78,2,,358,175,9130,3,2,18,11,4,6,12,18,29
NO,41,55,,,415,190,9129,6,5,17,15,8,6,13,17,40
YES,29,27,1,,1875,68,9127,6,4,22,13,6,6,14,22,33
NO,89,,1,0,446,127,9127,3,1,18,28,29,6,29,16,88
NO,137,,,1,370,193,9127,3,2,26,32,32,4,9,26,127
NO,137,37,1,9,292,204,9123,6,3,19,32,23,5,11,19,112
NO,101,,1,2,351,213,9119,2,1,16,23,7,6,14,16,90
YES,113,76,2,,569,256,9118,8,5,15,27,17,6,15,5,105
NO,41,49,5,,464,208,9115,3,0,19,16,5,6,13,19,40
NO,125,53,1,,580,211,9115,4,2,15,22,14,6,13,15,122
YES,29,71,4,,509,248,9114,6,2,15,13,7,6,14,15,33
YES,29,43,6,,351,241,9113,2,2,25,12,3,6,11,25,29
NO,77,70,3,3,339,210,9112,6,5,17,22,17,6,13,17,67
NO,137,82,1,0,363,203,9109,3,2,19,33,18,6,13,19,126
NO,77,79,,1,475,95,9107,5,2,18,19,10,6,14,18,77
NO,77,76,,2,425,217,9107,1,1,21,17,5,4,13,21,72
NO,113,83,5,5,339,173,9105,5,2,16,30,33,5,12,16,113
YES,113,,,1,534,206,9104,2,0,25,30,18,6,14,25,100
YES,29,75,1,,487,117,9103,6,4,17,10,9,6,12,15,32
NO,41,33,6,2,405,191,9103,5,3,19,16,8,6,13,19,45
NO,29,54,6,,436,206,9103,7,5,16,12,7,6,14,16,33
NO,17,55,2,,348,263,9101,1,0,20,4,1,3,8,20,20
YES,89,,2,2,741,202,9100,8,7,11,31,22,12,58,4,81
NO,137,42,5,1,293,231,9099,6,3,19,26,18,6,14,17,126
YES,113,43,2,,1570,339,9099,6,4,15,24,15,6,15,15,105
NO,77,,1,4,441,235,9098,4,1,19,21,13,6,13,19,68
YES,41,,,,396,235,9092,4,1,15,9,5,6,12,15,30
YES,77,72,2,2,480,173,9091,3,1,15,19,7,5,11,15,77
NO,17,,,,450,190,9089,1,1,16,5,1,4,11,16,16
NO,29,,,,393,184,9087,2,2,20,9,2,4,11,20,29
YES,17,,1,,363,76,9086,1,1,17,5,1,4,10,17,17
YES,41,61,1,,875,119,9084,3,1,16,13,5,6,13,16,44
NO,53,77,2,,441,215,9081,2,1,19,13,4,5,11,19,47
YES,137,,1,2,403,209,9078,4,2,18,35,21,8,23,4,130
NO,65,78,5,3,431,232,9077,11,7,18,18,15,6,14,18,56
NO,137,,,,379,182,9076,2,1,21,25,14,5,11,21,109
NO,41,,1,,528,196,9075,4,4,16,13,10,6,14,16,64
NO,17,19,3,,760,253,9075,1,1,21,5,1,3,8,21,21
NO,41,68,1,3,314,189,9072,10,7,17,17,16,6,13,15,45
YES,17,33,3,,383,223,9072,1,1,17,5,1,4,10,17,17
NO,77,,3,3,526,252,9072,4,2,18,24,11,6,13,18,67
YES,137,,,,493,215,9071,11,7,16,32,29,6,14,16,122
NO,137,71,4,4,491,189,9067,1,0,20,28,20,4,11,20,130
NO,65,45,2,2,298,181,9066,2,0,18,17,6,6,13,18,64
YES,65,65,3,2,476,193,9066,2,2,26,19,6,5,11,26,57
YES,137,51,5,6,423,212,9065,7,5,18,33,37,5,11,18,123
YES,137,45,2,,428,140,9064,4,1,15,26,13,6,15,15,119
YES,101,56,,2,204,186,9064,3,1,22,23,9,6,12,22,94
YES,137,79,2,,353,179,9059,3,2,23,30,22,5,25,20,131
NO,113,49,5,4,613,234,9059,1,1,17,27,8,6,13,17,104
NO,137,65,1,2,293,249,9058,5,2,19,32,39,5,10,19,130
NO,113,75,2,1,381,208,9057,5,3,23,29,24,5,11,23,113
NO,137,81,1,1,253,103,9049,5,4,20,34,32,6,12,18,130
NO,29,41,2,,336,201,9049,3,0,18,11,4,6,13,18,27
NO,113,62,6,5,550,252,9048,4,3,21,17,12,2,6,19,105
YES,17,48,3,,735,289,9048,1,1,18,6,1,5,11,18,18
NO,137,,1,3,464,179,9044,3,1,19,32,11,6,13,19,129
NO,113,62,2,2,262,159,9043,2,0,22,29,16,8,33,6,102
YES,137,82,2,4,283,212,9043,3,2,17,33,18,6,32,16,127
NO,113,,,,168,163,9042,2,2,20,39,14,9,21,20,105
NO,29,41,5,,480,206,9042,4,1,19,10,4,6,13,19,31
NO,137,,4,5,480,206,9042,5,3,18,31,32,4,8,18,130
NO,41,69,2,1,351,190,9041,3,1,18,13,4,6,14,18,45
NO,65,76,,3,406,223,9041,3,0,20,20,7,6,13,20,61
NO,65,42,,1,310,163,9037,0,0,,19,7,7,33,7,57
YES,137,70,3,2,382,173,9037,3,2,15,31,17,6,14,15,121
NO,77,33,3,9,382,173,9037,1,0,18,21,11,6,13,18,68
NO,125,,2,3,547,211,9035,4,2,19,28,23,5,11,19,124
NO,65,,,1,600,223,9035,3,2,30,20,19,5,11,18,57
YES,113,,,3,249,205,9031,5,5,21,29,20,6,11,21,113
NO,17,,,,353,174,9027,1,1,21,5,1,3,9,21,21
YES,41,59,4,0,435,181,9026,4,4,19,16,6,6,12,19,44
YES,77,49,1,1,434,193,9025,1,1,22,21,7,6,12,22,69
NO,29,38,7,,355,210,9024,2,1,19,9,2,4,10,19,29
NO,17,,,,408,258,9021,2,1,16,8,3,5,13,15,20
YES,137,17,1,0,413,95,9020,4,3,18,31,12,5,13,18,128
YES,53,75,2,4,480,157,9020,5,4,16,19,12,7,19,6,52
NO,65,53,3,2,404,201,9020,0,0,,15,7,5,24,5,55
NO,137,,2,3,217,164,9017,2,0,18,18,11,3,8,15,126
YES,41,63,5,4,471,282,9015,1,0,19,12,3,4,10,19,44
NO,29,55,5,,270,178,9013,2,1,19,9,2,4,10,19,33
NO,41,,4,,270,178,9013,5,2,18,14,6,6,13,18,41
YES,89,70,,5,857,190,9013,6,5,17,25,19,6,15,15,89
NO,17,,1,,567,273,9012,1,0,20,7,2,6,13,19,20
NO,41,32,5,,460,250,9009,2,1,15,10,3,2,9,15,43
YES,29,69,6,,375,167,9007,2,1,18,9,2,6,12,18,24
NO,17,,5,,446,226,8991,1,0,20,6,1,5,11,20,20
NO,125,66,4,2,446,226,8991,1,0,26,25,7,4,11,26,120
NO,29,42,5,,376,148,8990,2,1,17,10,2,5,11,17,32
NO,29,74,2,,295,161,8989,4,4,21,13,5,6,13,21,33
YES,113,,2,,253,195,8988,3,3,17,25,13,6,13,17,113
NO,29,59,2,,321,199,8988,2,0,19,9,2,4,10,19,28
YES,125,,,1,229,214,8985,3,2,22,30,12,6,12,22,122
YES,41,74,4,,465,198,8982,6,5,16,12,6,6,12,16,36
NO,65,55,5,1,558,197,8980,4,0,16,15,6,6,12,16,57
NO,113,47,1,1,350,164,8979,5,4,25,30,57,5,24,21,113
NO,101,69,1,7,325,227,8979,5,4,18,22,14,5,13,18,92
NO,137,62,4,1,346,140,8976,0,0,,27,12,4,11,26,129
NO,89,70,5,4,354,196,8975,2,1,15,15,4,5,11,15,79
YES,137,17,2,0,472,157,8974,5,3,18,28,24,3,6,18,127
YES,41,73,1,,480,203,8973,3,2,22,13,3,6,12,22,34
NO,29,,4,,454,217,8969,5,2,18,9,5,6,12,18,31
YES,29,43,3,,470,235,8963,2,1,26,9,2,4,10,26,31
YES,101,,,,295,150,8962,4,3,17,21,18,3,7,17,105
YES,113,51,3,3,364,170,8962,1,0,26,27,13,5,12,26,102
NO,101,,,3,364,170,8962,4,1,18,25,16,6,13,18,92
YES,89,7,2,2,316,213,8956,2,0,18,20,6,5,11,18,88
NO,89,46,2,2,411,254,8948,2,1,19,25,12,6,13,19,88
YES,137,79,7,4,225,157,8947,1,1,21,31,12,6,14,21,123
YES,53,55,5,,251,183,8947,2,1,24,17,5,6,11,24,52
NO,65,,,,194,186,8944,5,4,21,18,9,6,12,21,63
YES,65,83,4,2,666,213,8943,7,3,15,22,18,6,24,15,64
NO,17,82,1,,362,238,8943,1,0,20,7,2,6,13,19,20
YES,65,69,2,,875,221,8941,5,2,17,20,10,6,13,17,57
NO,29,,2,,518,234,8941,1,1,18,5,1,4,12,18,18
NO,137,,1,,473,254,8938,4,1,18,28,18,5,11,18,127
NO,101,38,6,2,370,151,8933,6,3,18,28,18,6,14,18,100
NO,29,63,2,,555,246,8932,4,2,17,11,5,6,12,17,33
YES,101,47,1,,1375,79,8931,3,2,16,20,8,6,14,16,105
NO,137,,,,1375,79,8931,4,2,22,33,20,6,12,22,123
NO,65,77,3,1,330,175,8927,1,1,24,18,4,6,11,24,64
NO,17,31,6,,340,181,8927,1,1,17,5,1,4,10,17,17
YES,137,58,3,3,506,191,8923,2,2,18,30,11,6,13,18,110
NO,29,77,1,,583,232,8922,2,1,17,9,3,6,12,17,31
NO,113,62,4,2,453,232,8920,2,1,22,27,10,6,13,22,105
YES,113,73,1,3,345,143,8918,8,5,16,28,16,6,15,16,102
NO,137,69,1,8,370,125,8915,5,4,16,31,32,6,19,16,138
YES,77,63,2,2,759,263,8915,3,2,20,24,10,6,13,20,74
NO,125,49,5,5,522,218,8910,9,6,18,30,22,6,14,18,125
YES,137,37,5,0,429,192,8906,2,1,18,31,9,6,13,18,128
NO,137,63,,1,470,209,8904,7,5,18,33,29,6,12,18,126
NO,137,,,6,582,242,8904,6,3,15,34,28,5,12,15,122
YES,113,,,,723,317,8903,3,1,18,20,16,4,11,18,105
NO,65,36,,3,353,276,8902,5,1,15,20,16,5,10,15,65
YES,77,70,2,2,956,190,8899,2,1,18,22,9,6,13,18,77
YES,113,78,3,1,198,193,8898,3,2,19,34,15,11,27,5,105
NO,137,75,1,2,662,278,8897,1,0,26,20,9,3,8,26,111
YES,125,47,,4,1613,350,8897,5,3,24,31,31,5,11,24,122
NO,89,51,1,2,571,242,8896,3,3,19,25,8,6,13,19,81
YES,89,,4,4,728,265,8896,2,2,21,25,14,6,15,21,88
YES,77,,1,,367,159,8893,5,4,17,17,12,6,13,17,69
YES,29,,4,,374,177,8890,3,1,18,10,4,6,12,18,31
NO,101,,,,450,181,8888,4,2,17,26,18,6,14,15,101
YES,29,,4,,431,194,8888,2,2,15,9,2,4,10,15,28
YES,53,,2,5,431,222,8886,10,4,15,21,18,5,13,15,51
NO,125,,2,2,267,208,8883,2,0,18,35,31,8,30,6,123
YES,77,27,1,1,274,154,8881,4,3,24,22,8,6,14,24,68
NO,17,,,,378,175,8880,1,0,16,6,1,5,12,16,16
YES,29,61,5,,379,179,8879,4,1,15,11,4,6,13,15,28
NO,29,45,5,,353,197,8879,2,1,22,11,3,6,13,18,31
NO,29,67,1,,283,157,8877,4,2,19,13,5,6,13,16,32
YES,65,,1,0,625,172,8875,2,0,18,20,8,6,13,18,57
NO,29,,,,382,202,8874,1,1,24,6,1,3,7,24,24
NO,77,73,3,4,350,207,8872,0,0,,19,10,5,27,4,68
NO,65,37,1,1,401,160,8866,3,0,16,14,5,5,11,16,65
YES,89,42,2,4,462,224,8866,2,1,15,23,14,5,12,15,88
NO,77,,,,364,172,8865,1,0,18,18,5,5,11,18,69
NO,41,,5,,677,128,8864,3,1,27,14,4,5,11,27,41
NO,65,45,5,2,295,215,8863,2,0,18,20,5,6,13,18,56
YES,89,69,2,0,703,161,8860,6,3,16,18,11,6,28,16,80
YES,89,59,3,2,368,168,8859,4,3,17,23,13,6,13,17,81
YES,101,69,5,5,325,119,8856,7,5,17,25,22,4,8,17,92
NO,77,45,2,2,512,247,8854,1,0,26,20,6,5,10,26,74
NO,41,65,2,,428,199,8853,4,4,17,13,6,6,12,17,40
NO,125,,4,1,294,275,8851,3,0,16,26,9,5,12,16,114
NO,17,59,2,,365,207,8850,1,0,15,6,1,5,10,15,15
NO,137,81,2,2,365,207,8850,7,4,16,33,24,6,14,16,116
YES,53,,,2,406,183,8848,13,9,17,20,27,6,14,17,51
NO,41,,,,406,183,8848,2,2,21,14,3,6,12,21,43
NO,77,,,1,474,193,8846,1,0,18,22,8,6,13,18,76
NO,41,,,2,390,200,8846,8,5,17,17,14,6,13,17,45
YES,125,68,1,3,326,125,8845,5,4,11,36,30,12,48,5,125
NO,113,7,1,1,168,79,8843,3,2,17,27,10,6,13,17,113
NO,125,6,1,2,662,243,8841,4,2,17,32,25,6,13,17,124
YES,101,,,,347,132,8840,5,2,15,15,20,4,8,15,99
NO,41,,,,419,234,8839,4,2,19,11,4,6,12,19,35
NO,41,63,1,,363,78,8835,3,2,18,15,5,6,13,18,41
NO,41,61,1,,418,198,8833,4,4,15,12,5,5,12,15,41
YES,53,51,5,,586,323,8833,2,0,16,16,11,6,29,16,53
YES,113,,1,,569,171,8827,5,1,16,27,30,8,18,16,104
NO,65,,1,0,429,175,8827,2,1,19,20,5,6,13,19,56
NO,101,63,5,,429,175,8827,3,1,16,19,9,6,15,16,94
YES,101,75,,5,778,286,8827,7,6,22,26,32,6,12,22,101
YES,65,55,3,,450,217,8816,4,4,17,16,8,6,14,17,51
YES,65,,1,1,3500,269,8815,5,3,17,11,16,2,5,17,65
YES,17,,5,,351,171,8814,1,1,17,6,1,5,12,17,17
NO,101,46,2,4,359,206,8812,2,1,23,25,10,6,13,18,91
NO,89,66,3,5,359,206,8812,3,1,25,22,9,4,9,25,89
YES,29,,,,478,213,8810,4,2,15,10,4,5,11,15,32
NO,17,69,1,,490,178,8809,1,0,19,5,1,4,10,19,19
YES,29,53,3,,380,152,8807,2,2,22,9,2,4,10,22,29
NO,65,39,6,3,378,233,8807,2,1,18,23,7,6,17,18,61
NO,89,27,,2,656,228,8806,3,3,21,26,16,6,27,19,85
YES,137,82,5,1,301,205,8803,1,0,27,31,16,5,27,27,126
YES,101,80,2,2,318,216,8799,2,1,18,30,20,7,16,18,101
YES,137,17,5,3,406,186,8797,3,1,17,18,10,3,6,17,126
NO,125,37,3,0,744,233,8796,4,3,23,33,21,6,14,23,119
NO,29,50,,,418,209,8794,2,1,16,8,2,5,11,16,24
YES,53,62,,,372,162,8791,9,7,16,16,12,6,15,16,51
NO,137,,3,8,460,190,8786,1,0,26,28,16,4,9,26,130
NO,53,,,,374,176,8785,1,1,29,17,5,6,13,17,53
NO,29,,,,419,207,8783,3,1,15,11,4,6,14,15,32
NO,137,60,,1,285,221,8778,4,2,23,28,9,6,13,23,124
NO,29,41,5,,316,233,8776,6,3,21,12,9,6,13,18,32
NO,137,66,3,1,463,199,8771,7,3,18,33,44,5,12,18,127
NO,17,,2,,426,191,8765,2,1,17,5,3,4,11,15,20
NO,17,31,7,,388,222,8764,0,0,,4,1,4,10,19,19
NO,113,75,1,2,321,171,8763,2,0,18,27,9,6,15,18,104
NO,137,67,4,1,321,171,8763,5,5,24,33,31,6,12,24,119
YES,53,77,3,1,432,174,8763,6,2,15,19,10,6,14,15,53
YES,29,69,1,,226,183,8763,2,0,18,8,2,4,10,18,28
YES,41,,,,404,180,8761,4,2,15,15,5,6,15,15,44
YES,41,45,4,1,472,166,8760,7,3,19,17,9,6,12,19,44
NO,17,,1,,362,190,8758,1,1,17,6,1,5,13,17,17
YES,17,,,,351,192,8757,1,0,20,5,1,4,10,20,20
NO,17,,,,351,192,8757,3,1,15,7,3,5,12,15,21
NO,89,84,,7,365,234,8752,1,1,24,23,8,6,12,24,81
NO,77,48,2,3,400,204,8750,1,0,15,16,3,5,14,15,76
NO,29,72,1,,447,251,8750,3,2,15,13,4,10,24,15,24
YES,77,71,2,0,330,179,8746,3,0,16,22,13,6,13,16,74
YES,29,53,5,,402,194,8742,3,3,22,12,3,6,12,22,33
YES,41,,,,582,173,8740,4,2,24,15,7,6,11,24,41
YES,89,70,3,3,484,167,8739,2,2,17,24,14,6,15,17,88
NO,29,41,2,,301,183,8738,3,1,16,11,4,6,14,16,29
YES,41,,2,,205,189,8737,8,6,16,14,12,6,14,15,43
YES,101,,,1,574,223,8735,2,1,16,27,9,6,13,16,103
NO,65,71,1,2,237,274,8735,3,0,15,20,9,5,12,15,63
YES,137,67,6,1,558,211,8733,11,8,17,30,41,5,11,17,121
NO,89,,7,1,458,170,8729,3,1,17,17,6,6,13,17,79
YES,41,,,,438,215,8729,5,4,17,13,8,6,12,17,38
NO,17,70,5,,415,176,8728,1,1,18,5,2,4,11,15,18
YES,29,59,4,,452,219,8728,2,1,18,8,2,4,10,18,29
YES,41,43,6,,502,199,8726,5,3,21,14,8,6,12,18,40
YES,41,,1,2,332,170,8725,3,2,18,20,6,10,21,7,44
YES,89,53,4,2,332,170,8725,2,2,24,21,6,6,11,24,89
NO,101,73,1,1,394,186,8722,4,2,16,26,21,5,12,16,97
YES,77,49,6,2,972,193,8716,2,1,21,22,7,6,12,21,86
YES,137,78,3,0,429,192,8712,4,2,15,24,15,4,7,15,126
YES,17,69,5,,475,226,8709,1,0,16,5,1,4,11,16,16
YES,137,79,2,1,634,184,8708,5,3,19,35,33,6,14,19,126
NO,29,87,4,,314,195,8708,4,2,15,12,5,6,13,15,29
YES,137,87,,5,341,160,8707,4,1,16,16,21,2,6,16,126
NO,77,72,4,8,431,165,8707,2,1,15,19,12,3,12,15,67
NO,101,69,3,2,576,224,8705,3,1,21,27,17,6,15,21,90
NO,65,77,,1,334,172,8704,1,1,21,16,5,6,12,21,55
NO,77,50,5,1,360,236,8703,5,3,18,17,7,6,13,18,70
NO,101,,,2,345,149,8702,3,1,20,25,7,6,13,20,91
NO,137,27,6,,1769,83,8696,2,1,21,27,25,5,12,21,130
NO,113,,1,1,311,160,8694,1,0,18,20,6,4,10,18,105
NO,65,86,1,1,315,215,8694,5,3,20,21,10,6,13,18,57
NO,125,57,5,3,254,271,8694,2,2,29,30,15,5,10,26,122
NO,101,35,2,0,336,176,8691,2,1,26,25,19,4,9,26,105
YES,29,,4,,1398,150,8690,3,2,19,11,6,6,30,6,29
NO,113,26,1,0,475,74,8686,1,1,25,33,20,11,31,7,103
NO,29,69,1,,437,236,8679,2,0,19,11,2,6,13,19,28
NO,29,,1,,395,193,8678,4,3,19,11,5,6,14,19,29
YES,65,,5,2,475,136,8676,8,7,22,22,22,6,12,22,64
YES,137,37,6,2,678,155,8675,1,0,18,28,19,4,11,18,130
NO,65,52,,6,379,159,8663,11,8,16,21,23,6,14,16,65
NO,17,45,4,,549,164,8662,1,1,17,5,1,4,10,17,17
NO,41,34,4,1,369,181,8662,1,1,20,10,2,4,11,20,44
YES,113,50,4,,500,296,8662,1,0,26,25,7,4,9,26,112
YES,29,69,5,,218,172,8660,3,2,21,8,3,4,7,21,28
NO,29,,3,,483,210,8658,11,6,16,12,12,6,15,16,33
NO,41,80,2,,510,174,8657,3,1,18,13,8,6,32,10,40
YES,125,80,4,2,585,459,8656,3,0,20,29,12,6,13,20,115
NO,101,83,7,0,335,170,8650,4,2,8,29,11,10,22,8,89
YES,17,28,3,,631,273,8650,1,0,20,7,1,5,13,18,20
NO,137,46,1,1,343,215,8644,1,1,17,22,11,6,13,15,128
NO,77,36,2,2,399,208,8642,6,2,15,22,23,5,12,15,67
NO,29,55,7,,490,211,8642,4,3,16,10,5,6,12,16,30
YES,41,43,5,,245,189,8638,4,2,19,14,6,6,12,18,41
NO,17,45,4,,619,179,8636,1,1,21,5,1,3,8,21,21
YES,29,72,2,,436,160,8631,1,1,24,6,1,3,7,24,24
NO,29,64,2,,436,160,8631,3,2,17,9,3,6,13,17,23
YES,29,75,4,,590,267,8625,0,0,,4,1,2,5,23,23
NO,41,,,,349,170,8623,4,2,22,14,6,6,12,22,40
NO,41,49,2,,349,170,8623,4,1,15,13,5,6,12,15,39
YES,137,87,2,,575,209,8620,4,1,18,33,21,6,12,18,129
YES,53,57,2,0,522,161,8619,4,3,15,15,9,4,11,15,52
YES,137,60,1,5,384,139,8615,11,8,19,32,44,5,10,19,126
NO,113,47,6,,505,209,8614,1,0,24,21,6,4,9,24,110
YES,41,71,2,,905,223,8614,7,2,17,16,9,6,12,17,41
YES,113,47,5,,1126,243,8614,6,4,18,36,40,11,25,18,110
NO,137,87,4,0,397,171,8611,4,2,19,33,18,6,13,19,119
NO,137,7,1,2,212,161,8610,4,1,16,35,35,6,13,16,126
NO,65,68,2,1,747,201,8609,2,0,18,16,4,6,12,18,54
YES,29,67,2,,415,205,8605,4,4,16,10,7,6,14,16,29
NO,53,86,,2,343,197,8604,5,3,16,18,9,6,12,16,52
NO,77,,3,2,304,197,8603,2,1,25,18,4,6,12,25,66
NO,17,,,,311,188,8602,2,0,15,6,2,5,12,15,20
NO,17,31,7,,454,237,8598,1,0,20,6,1,4,11,20,20
NO,17,71,2,,364,195,8597,2,1,16,6,3,5,11,15,17
NO,29,39,1,,413,127,8591,2,2,17,10,2,6,13,17,23
YES,29,,,,988,160,8591,3,2,18,9,3,6,14,18,24
NO,29,47,5,,441,185,8583,0,0,,6,1,4,10,23,23
NO,41,,5,,368,197,8581,7,5,19,16,9,6,12,19,44
YES,89,55,1,,489,191,8579,3,3,20,20,10,6,13,20,79
NO,137,75,3,5,358,218,8579,1,1,20,29,16,4,11,20,129
NO,113,66,1,0,458,174,8573,3,2,20,24,14,6,13,20,105
YES,41,30,2,,303,177,8573,10,5,15,14,12,6,14,15,44
NO,17,,5,,400,201,8573,1,1,17,5,1,4,10,17,17
YES,29,49,3,,755,218,8572,3,2,20,11,3,6,12,20,32
NO,89,,,1,311,182,8570,1,0,20,17,8,4,12,20,79
NO,137,60,3,2,446,194,8570,1,1,18,31,9,6,14,18,129
NO,137,46,5,2,625,199,8566,3,2,17,30,23,6,13,17,126
NO,137,78,1,4,409,114,8565,5,4,18,44,26,9,22,4,128
NO,137,78,,2,481,209,8564,1,0,16,28,17,4,14,16,129
YES,65,,5,7,361,145,8563,3,3,17,20,7,6,13,17,57
YES,17,47,4,,364,187,8562,1,0,20,3,1,3,9,20,20
NO,29,,,,416,189,8559,6,3,15,12,6,6,12,15,33
YES,89,64,2,1,362,209,8558,4,3,16,24,18,6,15,15,89
NO,65,,2,2,1745,245,8558,3,1,18,19,13,6,35,10,56
NO,77,57,,2,294,254,8555,3,1,15,24,12,6,13,15,74
YES,89,55,6,7,400,167,8550,2,0,26,22,7,5,10,26,87
YES,89,72,1,0,267,208,8548,2,2,24,25,10,6,11,24,89
NO,89,,4,1,514,226,8548,3,1,16,20,7,5,14,16,80
NO,77,39,1,,1844,271,8541,1,0,27,22,15,5,21,27,75
NO,29,,,,402,185,8536,4,1,18,11,4,6,12,18,33
NO,77,45,1,5,481,203,8536,2,1,18,18,4,6,13,18,75
YES,77,,,1,386,202,8534,3,2,24,21,9,6,11,24,75
YES,29,,1,,514,205,8533,3,1,18,9,3,6,12,18,24
NO,29,61,3,,404,197,8532,2,0,16,11,2,5,12,16,32
YES,101,,4,3,386,177,8524,2,0,19,21,9,6,14,19,90
YES,137,42,,3,386,177,8524,2,1,19,32,16,6,13,19,130
NO,77,68,1,3,386,177,8524,3,2,21,22,9,6,13,21,77
YES,29,,7,,341,171,8523,4,2,19,13,6,6,15,17,32
NO,137,76,,2,303,161,8520,4,1,21,37,33,7,19,21,129
YES,17,37,5,,382,204,8519,1,1,16,6,2,5,16,15,16
YES,77,,3,0,517,213,8518,5,3,15,20,9,6,16,15,75
YES,89,,,3,469,223,8518,6,4,19,27,22,6,14,19,86
NO,17,,1,,150,146,8516,1,1,21,7,1,5,26,21,21
NO,77,65,3,2,600,169,8511,2,1,27,19,7,7,28,15,77
NO,17,75,1,,663,197,8511,2,1,16,7,2,5,11,16,21
YES,113,77,3,,297,130,8510,4,2,15,14,11,3,7,15,104
YES,77,73,4,,395,189,8510,5,1,16,22,14,6,14,16,68
NO,41,47,4,,459,201,8508,1,1,17,8,2,4,9,17,44
YES,65,67,,5,347,166,8507,5,4,17,10,8,2,4,17,56
YES,137,,2,,416,185,8507,4,2,17,26,20,6,13,17,124
NO,77,54,4,6,390,176,8506,3,1,19,25,11,6,13,19,77
NO,41,48,2,,331,192,8496,9,4,19,14,10,6,12,19,35
NO,41,,,4,538,207,8496,3,2,16,14,5,5,13,16,45
NO,101,71,,0,484,138,8495,2,2,17,28,14,9,24,6,92
YES,29,,,,728,172,8494,2,2,17,8,2,4,11,17,30
NO,137,47,,0,325,174,8489,9,4,15,31,25,6,13,15,111
NO,137,72,2,5,436,238,8489,2,1,25,35,23,7,29,15,120
NO,137,16,,2,251,202,8488,4,3,16,35,21,6,32,16,129
NO,137,59,2,1,560,193,8487,9,7,21,33,38,6,11,21,122
NO,137,75,2,0,253,147,8484,8,1,15,32,38,6,13,15,129
NO,65,,5,1,493,179,8484,2,2,29,22,10,6,29,15,64
NO,137,72,1,6,410,167,8479,2,0,26,34,35,5,31,26,128
NO,41,60,2,,405,184,8478,3,1,26,14,5,5,11,26,40
YES,29,81,3,,262,150,8475,2,2,23,13,3,8,20,6,28
NO,77,82,7,5,434,194,8472,2,1,21,20,6,6,13,21,77
YES,137,,2,4,478,204,8472,6,5,22,33,22,6,13,22,127
NO,113,84,2,3,364,155,8468,1,1,21,21,7,4,11,21,104
NO,137,58,7,,343,179,8468,3,3,21,28,18,4,9,21,126
YES,137,54,2,0,313,164,8467,7,4,15,29,18,6,14,15,123
NO,137,76,3,1,469,192,8464,2,0,15,28,19,3,11,15,124
YES,29,52,6,,351,205,8456,2,2,24,9,2,4,10,24,29
NO,29,35,4,,351,205,8456,2,1,18,9,3,6,13,18,30
NO,89,37,5,4,505,211,8454,2,1,26,24,12,5,11,26,89
